name,branch_name,category,rating_numeric,total_reviews,total_reviews_int,address,phone,website,maps_url,overview,about,city,source
Afzal Electronics,,Electronics store,5.0,4,4,"Main Murree Rd, Asghar Mall Scheme, Rawalpindi, 46000, Pakistan",+923351935891,,https://www.google.com/maps/place/Afzal+Electronics,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Friends Home,,Electronics store,4.2,,,"Gulnoor Market, Murree Rd, Mohallah Mitterpura Amirpura Mohalla, Rawalpindi, 46000, Pakistan",+923041110342,https://friendshome.pk,https://www.google.com/maps/place/Friends+Home,,"Accessibility: Wheelchair accessible entrance, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
IPhone Accessories,B,Computer accessories store,,,,"OFFICE 19 PLAZA 411-B, Mughal Arcade, 4th Road, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan",+923298222111,,https://www.google.com/maps/place/IPhone+Accessories,,"General: See photos, Computer accessories store, OFFICE 19 PLAZA 411-B, Mughal Arcade, 4th Road, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan, Open 24 hours, Wednesday, Suggest new hours, +92 329 8222111, J3MC+G4 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Wednesday Open 24 hours Suggest new hours",iphone chargers,google_maps
Cheif mobile,,Cell phone store,,,,"P-1034/A Asghar Mall Rd, Kartar Pura, Rawalpindi, 46000, Pakistan",+923215318244,,https://www.google.com/maps/place/Cheif+mobile,,"General: See photos, Cell phone store, P-1034/A Asghar Mall Rd, Kartar Pura, Rawalpindi, 46000, Pakistan, Open, · Closes 11:30 AM · Reopens 12 PM, Wednesday, 12–11:30 AM, 12 PM–12 AM, Suggest new hours, +92 321 5318244, J3H7+8F Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Wednesday 12–11:30 AM 12 PM–12 AM Suggest new hours",iphone chargers,google_maps
Future Tech (Apple Authorized Service Provider),B,Mobile phone repair shop,3.9,,,"Main Murree Road, Chandni Chowk Flyover, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan",+92514571091,https://futuretech.pk,https://www.google.com/maps/place/Future+Tech+%28Apple+Authorized+Service+Provider%29,,"General: See photos, 3.9, Mobile phone repair shop, Main Murree Road, Chandni Chowk Flyover, B-Block Block B Satellite Town, Rawalpindi, 46000, Pakistan, Closed, · Opens 10:30 AM, Wednesday, 10:30 AM–5:30 PM, Suggest new hours, futuretech.pk, +92 51 4571091, J3MF+76 Rawalpindi, Pakistan, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Wednesday 10:30 AM–5:30 PM Suggest new hours",iphone chargers,google_maps
The Accessory Emporium,,Cell phone accessory store,5.0,,,"Satellite, 6th Rd, Dhoke Paracha, Rawalpindi, 46300, Pakistan",+923353411153,https://theaccessoryemporium.com,https://www.google.com/maps/place/The+Accessory+Emporium,,"Accessibility: Assistive hearing loop, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Javaid Communications Mobile Repairing,,Mobile phone repair shop,4.2,,,"Shop # 2,3 Basement, Danyal Plaza, 4th-B Road, Chandni Chowk Flyover, Asghar Mall Scheme, Rawalpindi, 46300, Pakistan",+923160666666,https://javaidcom.com,https://www.google.com/maps/place/Javaid+Communications+Mobile+Repairing,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Mac World laptops Techno City II,,Computer store,4.9,120,120,"6th Rd Flyover, Satellite Town, Rawalpindi, Pakistan",+923105899388,,https://www.google.com/maps/place/Mac+World+laptops+Techno+City+II,,"Accessibility: Assistive hearing loop, Wheelchair accessible entrance, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Accessories HUB,LG20,Cell phone accessory store,4.9,,,"Shop no LG 20, Noor mobile mall, 6th Rd, Satellite Town, Rawalpindi, 46000, Pakistan",+923415969519,,https://www.google.com/maps/place/Accessories+HUB,,"General: See photos, 4.9, Cell phone accessory store, Shop no LG 20, Noor mobile mall, 6th Rd, Satellite Town, Rawalpindi, 46000, Pakistan, Closed, · Opens 12 PM, Wednesday, 12–9 PM, Suggest new hours, +92 341 5969519, J3VF+49 Rawalpindi, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Wednesday 12–9 PM Suggest new hours",iphone chargers,google_maps
Noor Mobile Mall,D,Cell phone store,3.7,106,106,"6th Rd, Block D Satellite Town, Rawalpindi, 46000, Pakistan",+923324881113,,https://www.google.com/maps/place/Noor+Mobile+Mall,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
