name,branch_name,category,rating_numeric,total_reviews,total_reviews_int,address,phone,website,maps_url,overview,about,city,source
Apple Man All Apple phone & Accessories,F8,Cell phone accessory store,5.0,,,"4, F 8/4 F-8, Islamabad, Pakistan",+92512701571,,https://www.google.com/maps/place/Apple+Man+All+Apple+phone+%26+Accessories,,"Accessibility: Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Jugnu Mobiles & Computers,G15,Cell phone store,4.8,,,"Zeeshan Arcade, G-15 Markaz G 15 Markaz G-15, Islamabad, 44000, Pakistan",+923005116364,,https://www.google.com/maps/place/Jugnu+Mobiles+%26+Computers,,"General: See photos, 4.8, Cell phone store, Zeeshan Arcade, G-15 Markaz G 15 Markaz G-15, Islamabad, 44000, Pakistan, Closed, · Opens 11 AM, Updated by others 6 weeks ago, Tuesday, 11 AM–8 PM, Suggest new hours, +92 300 5116364, JWJC+PQ Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 11 AM–8 PM Suggest new hours",iphone chargers,google_maps
Multi Mobile and computer,E11,Cell phone store,5.0,,,"Shop 1, plot 17 Markaz, MPCHS E-11/3 MPCHS E 11/3 E-11, Islamabad, 44000, Pakistan",+923249999550,,https://www.google.com/maps/place/Multi+Mobile+and+computer,,"General: See photos, 5.0, Cell phone store, Shop 1, plot 17 Markaz, MPCHS E-11/3 MPCHS E 11/3 E-11, Islamabad, 44000, Pakistan, Closed, · Opens 10:30 AM, Tuesday, 10:30 AM–1:30 AM, Suggest new hours, +92 324 9999550, PX3H+HP Islamabad, Pakistan, Identifies as women-owned, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10:30 AM–1:30 AM Suggest new hours",iphone chargers,google_maps
APPLE HUB STORE,I9,Electronics store,4.7,,,"OFFICE 10A 1ST FLOOR, Potohar Rd, near SALT N PAPPER RESTURENT, I-9/1 I 9/1 I-9, Islamabad, 44000, Pakistan",+923011155798,,https://www.google.com/maps/place/APPLE+HUB+STORE,,"General: See photos, 4.7, Electronics store, OFFICE 10A 1ST FLOOR, Potohar Rd, near SALT N PAPPER RESTURENT, I-9/1 I 9/1 I-9, Islamabad, 44000, Pakistan, Open, · Closes 8 AM · Reopens 11 AM, Tuesday, 12–8 AM, 11 AM–12 AM, Suggest new hours, +92 301 1155798, M334+P2 Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 12–8 AM 11 AM–12 AM Suggest new hours",iphone chargers,google_maps
iFocus | The Exclusive Apple Store,F8,Cell phone store,5.0,,,"Shop # 263, 2nd Floor, Centaurus Mall, F 8/4 F-8, 44000, Pakistan",+923006292370,https://i-focus.com.pk,https://www.google.com/maps/place/iFocus+%7C+The+Exclusive+Apple+Store,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
UNI Store,G7,Computer store,3.4,10,10,"Shop#3A, Lower Ground Floor, Adeel Plaza, ground floor, shop no, 3 AKM Fazl-ul-Haq Rd, Block H G 7/2 Blue Area, Islamabad, 44000, Pakistan",+92512806398,,https://www.google.com/maps/place/UNI+Store,,"General: See photos, 3.9, Computer store, Shop#3A, Lower Ground Floor، Adeel Plaza, ground floor, shop no، 3 AKM Fazl-ul-Haq Rd, Block H G 7/2 Blue Area, Islamabad, 44000, Pakistan, Closed, · Opens 10:30 AM, Tuesday, 10:30 AM–8 PM, Suggest new hours, +92 51 2806398, P366+WX Islamabad, Pakistan, Claim this business, Add website, Add a photo, iStore ByZUBAIR, 3.4, (10), You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 10:30 AM–8 PM Suggest new hours",iphone chargers,google_maps
Mobile Software& Unlocking,G11,Cell phone store,4.8,,,"Friends mobile, Silver city plaza, markaz, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan",+923436860755,,https://www.google.com/maps/place/Mobile+Software%F0%9F%93%B1%26+Unlocking%F0%9F%94%93,,"General: See photos, 4.8, Cell phone store, Friends mobile, Silver city plaza, markaz, G-11 Markaz G 11 Markaz G-11, Islamabad, 44000, Pakistan, Open 24 hours, Updated by this business 7 weeks ago, Tuesday, Suggest new hours, +92 343 6860755, MX9W+8M Islamabad, Pakistan, Add website, Add a photo, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday Open 24 hours Suggest new hours",iphone chargers,google_maps
Malik Mobiles and Computers,,Cell phone store,4.1,,,"Ali Plaza, Jhangi Seyadain, Jhangi Sayedan, Islamabad, Pakistan",+923035740136,https://facebook.com/mcmcommunication,https://www.google.com/maps/place/Malik+Mobiles+and+Computers,,"General: See photos, 4.1, Cell phone store, Ali Plaza, Jhangi Seyadain, Jhangi Sayedan, Islamabad, Pakistan, Closed, · Opens 9:30 AM, Tuesday, 9:30 AM–10 PM, Suggest new hours, facebook.com, +92 303 5740136, JWFX+6Q Islamabad, Pakistan, Add a photo, NADRA e-Sahulat Now Available at Malik Mobile & Computer We are pleased to announce that NADRA e-Sahulat services are now available at Malik Mobile & Computer. Available Facilities: All NADRA e-Sahulat services Car & Bike Transfer Biometric Biometric services for Punjab & Islamabad Identity verification and related services Get fast, secure, and reliable service under one roof. Visit Malik Mobile & Computer today for your convenience., Dec 20, 2025, You're seeing a limited view of Google Maps., Learn more, Get the most out of Google Maps, Hours: Tuesday 9:30 AM–10 PM Suggest new hours",iphone chargers,google_maps
IFocus | The Exclusive Apple Store,G7,Cell phone store,4.4,,,"Office # 03, Ground Floor, Azeem Mention, AKM Fazl-ul-Haq Rd, Block F G 7/3 Blue Area, Islamabad, 44000, Pakistan",+92512150103,https://i-focus.com.pk,https://www.google.com/maps/place/IFocus+%7C+The+Exclusive+Apple+Store,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible parking lot, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
Apple Eyes (Apple Store),G7,Cell phone store,4.7,,,"Unit#3, Rehman Plaza, 75 East Fazal-e-Haq Road, Block G G 7/3 Blue Area, Islamabad, 44000, Pakistan",+923006562064,https://appleeyes.pk,https://www.google.com/maps/place/Apple+Eyes+%28Apple+Store%29,,"Accessibility: Wheelchair accessible entrance, Wheelchair accessible restroom, You're seeing a limited view of Google Maps., Learn more",iphone chargers,google_maps
